"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31297","Creating storage state","chromium","Thu Jun 12 07:17:30 IST 2025","failed","Thu Jun 12 07:18:01 IST 2025","","22. storagestate\01_CreatingStorageState.spec.ts","",""
